LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
230000,1,1,1,46,-1,-1,-1,-1,-1,-2,39900,1200,0,11211,0,0,1200,0,11211,0,0,0,1
300000,2,1,1,36,0,0,0,0,0,0,30153,28384,26700,22554,11858,13838,2000,2000,2552,2000,3000,8000,1
500000,1,1,1,44,0,0,0,0,0,0,48533,49623,50969,52182,52821,53927,2200,2447,2660,2100,2109,2000,1
160000,1,1,2,27,1,-2,-2,-1,-1,-1,-1860,-2790,-4650,930,930,2010,0,0,5580,930,2010,0,1
30000,1,1,2,38,1,2,0,0,0,2,24172,23497,24817,25602,26535,26947,0,1715,1500,1500,1000,4670,1
50000,1,2,2,39,0,0,0,0,0,0,47206,8464,9799,10054,9736,9955,1500,1500,400,344,371,314,1
180000,1,1,2,23,0,0,0,0,0,0,177998,167021,148713,129518,125868,121823,7000,6000,5000,5000,4416,4577,1
160000,1,1,2,33,-1,-1,-2,-2,-2,-2,100,0,0,0,0,0,0,0,0,0,0,0,1
50000,2,2,1,22,0,0,0,0,0,0,48255,41550,35553,23711,25975,900,2400,1842,1000,1928,900,31150,1
350000,2,1,1,33,-2,-2,-2,-2,-2,-2,16414,693,693,1144,-4618,-8026,693,0,1144,4279,0,0,0
110000,2,1,2,27,0,0,0,0,2,0,89603,88232,85362,74552,59902,42254,4113,3500,4005,0,1500,1999,1
200000,2,2,1,28,1,-1,-1,-1,-1,-1,0,2658,150,3570,2853,0,2658,150,3570,2853,0,0,1
90000,1,1,2,27,-1,-1,-1,-1,-1,-1,1040,3953,6986,868,350,874,3963,6986,868,350,874,548,0
20000,2,3,1,23,1,2,2,-2,-2,-2,14428,14310,0,0,0,0,480,0,0,0,0,0,0
180000,1,3,0,27,-2,-2,-2,-2,-2,-2,349,1257,1097,243,323,155,1260,1104,243,323,155,209,0
60000,2,1,2,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,0
160000,1,2,1,32,0,0,0,0,0,0,93174,95274,97291,98768,101016,103176,4500,4500,4000,4000,4000,4000,1
180000,1,1,1,48,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,1
300000,1,3,2,64,-1,-1,-1,-1,-1,-1,1068,1168,1005,1372,1610,1355,1168,1005,1372,1610,1355,1426,1
10000,2,1,2,24,0,0,0,0,0,0,6709,7895,8751,8925,9111,9360,1300,1146,320,330,400,1000,1
440000,2,2,2,28,0,0,0,0,0,0,412962,409812,393255,370202,258387,255740,15000,20000,15305,10070,15037,10052,1
50000,2,1,2,24,0,0,0,0,0,0,35871,36312,35827,32834,29052,28288,5000,5000,5716,3000,2000,1500,1
30000,1,2,2,27,1,2,0,-1,2,0,29956,28469,58384,29553,29933,30000,0,2000,30000,1000,1000,0,0
50000,2,2,2,22,0,0,2,0,0,0,38340,41362,34656,35004,35514,2582,3700,0,1200,710,52,1000,1
540000,2,2,1,50,0,0,0,0,0,0,66637,66665,66513,67149,66880,67667,3100,3070,3100,2320,2796,3500,1
150000,2,1,2,25,3,3,2,2,2,2,147260,148157,146844,145037,145349,145506,8100,5202,5300,5300,5300,5500,0
200000,2,2,2,32,0,0,0,0,-1,0,24429,13060,13683,-3942,123250,125926,1500,1000,0,128000,4600,5000,0
300000,2,1,1,37,0,-1,-1,-1,-2,-1,4476,2521,3529,-5364,-8943,4057,3017,4506,0,0,14000,12000,1
380000,1,3,2,33,-1,-1,-1,-1,-1,-1,2989,3731,3003,69127,33815,115854,3742,3012,69294,33827,115860,64486,1
100000,2,2,1,41,-1,-1,-1,-1,-1,0,621,0,368,0,1900,1900,0,368,0,1900,0,1145,1
20000,2,2,2,27,0,0,-1,2,2,2,17304,0,26373,26644,26079,27941,0,26373,1000,0,2300,1200,1
80000,2,2,1,30,1,2,0,0,0,0,82891,80997,81380,75374,77158,78710,0,3299,2699,3000,2987,3100,1
380000,2,1,1,36,-2,-1,-1,-1,-1,2,3744,20334,8499,53235,101439,34579,20498,8549,53471,101785,117,32347,0
20000,2,1,2,24,0,0,0,0,0,0,17147,18264,19145,17322,16989,12699,1700,1500,822,1000,1000,500,1
80000,2,1,2,27,-1,-1,-1,-2,-2,-1,825,825,-6042,-6867,-8692,54375,825,0,0,0,150000,10000,1
340000,2,1,1,36,1,-1,-1,-1,-1,-1,0,544,4881,717,3785,10911,544,4881,717,3785,10911,10226,1
50000,2,2,3,24,0,0,0,0,0,0,40901,37962,26566,9866,5386,5651,1600,6207,1465,2200,1000,3000,1
120000,2,1,2,26,0,0,-1,0,0,-1,1379,9839,4390,850,850,831,9000,4390,0,0,831,6000,1
260000,2,1,1,42,0,0,-1,-1,0,-1,16827,8606,3856,12996,8788,15104,1500,3856,13000,0,15104,16764,1
50000,1,3,2,45,0,0,0,0,0,0,35962,34725,33219,31688,29425,29747,1857,1851,1820,1057,3300,0,1
230000,2,2,1,29,0,0,0,0,0,0,69853,61844,24802,61631,46396,28311,2310,2000,49000,1500,1000,2000,1
220000,2,1,2,30,1,2,-1,-1,0,-1,29007,23428,339,207,207,12890,0,339,500,0,12999,0,1
120000,2,2,1,37,-1,-1,2,0,-1,0,15591,17156,17227,18560,10067,15594,7227,683,8560,10067,10000,7223,1
200000,1,2,2,30,0,0,0,0,0,0,67825,70193,64997,60907,62452,62191,10000,3000,2154,2500,2400,2300,1
70000,2,1,2,29,0,0,0,0,0,0,66330,68278,69181,69494,63275,57430,3049,2621,3032,2074,2000,1800,1
20000,2,2,2,27,-1,2,0,0,0,2,20556,19403,13536,17623,18662,10243,8,2072,15000,1500,0,10000,1
10000,2,3,2,22,0,0,0,-1,-1,2,7572,8520,6118,245,10274,9963,1118,1020,250,10300,0,200,1
350000,2,1,2,31,2,0,0,0,0,2,20042,108444,280478,143142,160442,98479,100000,200000,0,135000,0,100000,1
120000,2,2,2,29,0,0,0,0,0,0,96342,97724,99131,100464,100380,101445,4500,4500,4500,3700,3679,4100,1
350000,1,3,1,35,0,0,0,0,0,0,218605,166310,166106,100151,50340,51400,6222,7174,4200,2400,2400,2500,1
200000,1,1,1,42,-2,-2,-2,-2,-2,-2,-6028,10177,10229,7899,4553,4252,20405,10426,8008,4575,4273,9652,1
100000,1,1,1,35,1,2,2,2,2,0,17365,18102,17514,20207,19745,20263,1310,0,3000,0,1000,1000,1
180000,1,1,2,37,0,0,0,0,0,0,22121,31681,32552,34004,35792,36645,10000,1700,2000,2500,1600,2000,1
50000,2,2,1,45,0,0,2,2,2,2,46248,50893,48854,50901,50015,48179,5750,0,3800,1890,0,1850,0
80000,1,3,1,34,1,2,2,2,2,2,71104,72737,73987,72199,76621,78451,3400,3000,0,5637,3200,0,0
150000,2,3,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,2,2,27,0,0,0,0,0,0,17771,18794,19062,19443,19849,20287,1311,1299,680,703,750,626,1
70000,2,3,1,42,0,0,0,0,0,0,6489,9372,11179,8688,8295,10147,3000,2000,295,1000,2000,1000,1
360000,1,1,1,49,-1,-1,-1,-1,-1,0,1050,390,390,750,930,540,390,390,750,930,150,540,0
340000,1,2,1,43,1,-2,-2,-2,-2,-2,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,0
360000,2,2,2,29,0,0,0,0,0,0,58653,56329,55957,52392,61700,42975,5886,4054,8412,15096,1208,3000,1
260000,1,2,2,28,0,0,0,0,0,0,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,1
130000,2,2,2,45,-1,0,0,0,0,0,131221,128161,128884,124514,67739,69614,10006,5069,3634,2476,3019,2394,1
300000,2,2,1,35,0,0,0,-1,-1,-1,10911,18463,16022,10880,2558,2324,12042,6191,10892,2558,2332,4099,1
360000,2,2,2,23,0,0,-2,-2,-2,-2,37927,2047,3794,8521,7119,5725,2057,4294,8535,1535,5753,7792,1
50000,1,1,2,44,0,0,0,0,0,0,54332,51671,50272,49293,47154,50069,3000,1928,1595,1526,13000,1569,0
180000,1,2,2,32,1,2,2,0,0,0,172842,177065,163930,136145,133843,134352,8500,0,7000,5000,8000,5000,0
310000,2,2,1,38,0,0,0,0,0,0,302623,310142,308006,239008,245493,250797,12000,12000,8500,10000,9000,8500,1
180000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,0,621,3762,0,0,0,621,3762,0,0,0,1
190000,1,1,2,35,0,0,0,0,0,0,24873,23522,22117,23433,22173,22598,1807,2000,2010,1003,2007,3019,1
60000,2,2,1,37,0,0,0,0,0,0,59462,60866,54007,52089,29397,29110,3000,2570,2202,1200,1100,1100,0
200000,2,4,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
210000,2,2,2,44,0,0,0,0,0,0,308361,314507,320167,327871,34285,30900,9408,10300,11642,1602,1500,0,0
360000,2,1,1,48,-2,-2,-2,-2,-1,-1,2119,-3,-3,-3,711,875,3,0,0,714,879,1519,1
500000,1,1,1,51,-1,-1,-1,-1,-1,0,8030,13156,12724,12873,24010,27089,13156,12724,12873,24010,15000,20000,1
50000,2,3,2,24,1,2,0,0,0,0,50162,48982,43579,43825,28396,27437,0,2207,2300,1006,1000,1100,1
50000,2,2,2,46,1,2,0,0,0,0,50471,49399,50556,29759,30381,30440,0,2247,1054,1090,1261,1143,1
240000,1,1,1,47,-1,-1,-2,-2,-2,-2,207,99,0,0,0,0,99,0,0,0,0,0,1
150000,2,1,2,29,0,0,-1,-1,-1,0,3737,4332,332,0,332,332,1000,332,0,664,0,1992,1
280000,2,1,2,39,-2,-2,-2,-2,-2,-2,1863,869,262,1203,4,320,872,262,1203,150,470,1000,1
250000,1,1,2,30,0,0,0,0,0,0,73936,106903,174837,81376,61474,27864,40000,85756,35153,4236,6080,88,1
50000,1,2,1,29,1,2,0,0,0,2,23451,22781,24108,25203,26681,26117,0,2000,1800,2200,0,2250,0
130000,1,2,2,25,0,0,2,2,2,0,112561,119435,105382,49643,46812,45914,12421,0,7000,0,2000,1822,1
360000,2,1,1,26,-2,-2,-2,-2,-2,-2,1517,2742,2317,2482,1415,2095,2749,2322,2482,1417,2095,3228,1
30000,1,3,1,52,1,2,2,-1,0,0,3997,2522,0,1919,2658,2497,0,0,1919,2000,1100,201,0
50000,1,1,2,26,-1,2,2,-1,0,-1,5713,5406,-978,978,652,626,0,0,1956,0,626,0,0
50000,2,2,2,22,0,0,0,0,-1,0,50784,50670,50222,20013,39721,30526,2300,2000,1682,41803,1261,1200,1
50000,2,2,1,37,0,0,0,0,0,-1,24380,23325,21940,20718,24048,5017,1366,1400,1200,5000,5017,71,1
50000,1,3,1,46,3,3,2,0,0,0,53418,52281,51173,50033,9779,9924,0,7,1104,445,400,204,1
290000,2,2,2,26,1,2,2,0,0,0,18099,18912,18249,20305,26615,27063,1400,0,2305,6615,1896,2358,1
30000,2,3,1,31,3,2,2,2,2,2,23368,24688,24988,24288,26098,25530,2000,1000,0,2200,0,1100,0
20000,1,2,2,27,0,0,0,0,0,0,15993,17016,18356,19028,38688,19897,1600,1621,1293,830,1548,626,1
250000,1,1,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,2,1,2,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,600,2300,0,0,412,3146,0
210000,2,2,1,49,-2,-2,-1,-1,-1,-1,21639,8455,18062,3019,5587,28210,8455,18145,3019,5587,28210,2706,1
160000,2,2,2,26,-1,-1,-1,-1,0,-1,8036,7663,768,10488,4724,104205,7663,768,10488,2049,104205,3000,1
260000,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,1,3,1,46,2,2,0,0,0,0,168501,160421,157661,73322,57835,41842,0,6322,2275,2343,3069,77005,1
160000,2,1,1,24,-1,-1,0,0,-1,-1,2990,8619,4405,4445,2820,4970,8619,1000,4000,2820,4970,2825,1
80000,2,2,2,23,2,3,2,2,0,0,84176,81516,80146,61392,60325,60469,0,2000,0,3091,2400,2000,1
120000,2,3,1,36,0,0,0,0,0,2,91914,94638,96290,97913,102959,104872,4260,4371,4425,7900,4000,0,1
520000,1,3,1,41,2,2,0,0,0,0,435924,366194,330211,251920,256512,262474,0,12620,8758,9047,9959,10500,0
60000,1,2,2,26,0,0,0,0,0,0,59487,59199,59326,58938,30101,29735,2113,2500,3000,2500,1500,1100,1
280000,2,1,1,44,0,0,0,0,0,0,230931,235635,197003,198808,187425,177340,8634,7665,6497,5555,5027,5065,1
410000,1,1,2,33,-2,-2,-2,-1,-1,-1,333,333,333,1019,2218,1216,333,333,1019,2218,1216,1019,1
140000,2,1,2,26,0,0,0,0,0,0,131863,136170,139270,137548,96340,94201,6500,6799,5100,3300,3400,7461,1
20000,2,3,2,45,-1,-1,-1,-1,-1,0,390,350,360,370,780,390,350,400,400,800,0,390,1
210000,2,2,1,33,-1,-1,-1,-2,-1,-1,98,1090,0,0,580,500,1120,0,0,580,500,0,1
360000,2,2,1,37,-1,-1,0,-1,-1,-1,10000,17444,17165,10000,10000,10000,17444,10035,10000,10000,10000,0,1
230000,2,2,2,29,0,0,0,0,0,0,157107,119402,78875,76117,75428,150130,6000,3020,3000,2500,80000,5000,1
90000,1,2,1,36,0,0,0,0,0,0,7752,9112,10306,11328,12036,14329,1500,1500,1500,1200,2500,0,0
350000,2,2,2,37,0,0,0,0,0,0,336061,343205,351794,357090,342253,276516,12701,14100,12109,11482,11841,115165,1
100000,1,2,2,35,0,0,0,0,0,0,95271,97243,99400,88037,59213,56651,3558,3803,3146,2514,3000,2500,1
400000,2,2,2,30,-2,-2,-2,-2,-2,-2,-38,9465,4991,466,-1381,3122,10446,5002,504,499,5056,2152,0
60000,1,1,2,30,0,0,2,0,0,0,46307,51232,50109,50979,52998,54264,6000,0,2000,3000,2300,2000,1
120000,1,1,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,1
120000,2,1,2,37,2,2,2,2,2,2,744,744,744,744,1188,594,444,444,444,888,0,888,0
110000,2,3,1,48,1,2,0,0,0,2,35341,24107,34090,24843,18105,16952,0,11412,739,1560,0,691,0
220000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,1,3,1,27,-1,-1,-1,-1,-2,-1,500,2000,1354,0,0,2699,2000,1354,0,0,2699,3766,0
20000,2,1,2,22,0,0,0,0,0,0,12404,13694,14768,15518,16265,16706,1500,1300,1000,1000,711,1000,1
80000,2,2,1,34,2,2,2,0,0,0,17294,22256,21660,22055,22603,23133,5210,0,1000,1000,1000,1000,0
120000,2,2,1,40,0,0,0,0,0,0,109399,109397,36850,37739,38381,39142,3900,1700,1500,1400,1400,1500,1
50000,1,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,2,2,34,-2,-2,-2,-2,-2,-2,2216,2199,1530,750,2280,1500,2199,1530,750,1140,3000,780,1
120000,2,1,2,27,0,0,0,0,0,0,70835,59986,60779,62958,57763,53004,3000,2500,3000,2000,2000,2500,1
150000,2,2,1,47,0,0,0,0,0,0,153404,144960,148146,142279,139905,142833,6900,7200,5450,5265,5443,5350,1
200000,2,1,1,38,-2,-2,-2,-1,2,-1,26344,0,0,320,170,2865,0,0,329,0,2865,801,1
90000,2,2,1,31,0,0,0,0,-1,0,12045,9720,7391,4238,18003,16128,1500,1200,1000,21000,1500,2000,1
300000,1,1,1,45,-1,-1,-1,-1,-1,-1,5045,688,6431,3645,2041,1800,688,6495,3681,2448,1910,360,1
70000,2,3,1,48,2,2,2,2,2,2,62775,64139,65516,65945,66267,68549,3000,3000,2100,2000,3500,800,0
300000,2,3,1,62,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
280000,1,3,1,40,2,0,0,0,0,0,178220,184848,188411,191291,189029,192023,10000,9000,8000,6738,6974,7600,0
200000,2,2,1,48,0,0,-2,-1,-1,-2,1002,0,490,902,0,0,0,490,902,0,0,0,1
200000,1,1,2,33,-1,-1,-2,-1,-1,-2,3557,-60,-60,1740,0,0,0,0,1800,0,0,0,1
140000,2,2,1,36,0,0,0,0,0,0,50663,50847,50768,50629,49974,49897,1788,2182,2041,1715,1982,30000,1
80000,2,2,1,24,0,0,0,0,0,0,74377,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0,1
20000,2,3,1,36,0,0,2,0,0,0,14822,17216,17541,18300,19100,2200,3641,900,1200,1000,100,0,0
100000,2,3,2,41,-1,-1,-1,-1,0,-1,7432,1633,2043,4830,3535,4307,1633,2043,4830,0,4307,0,0
50000,1,3,2,28,1,-1,-1,0,-1,-1,-9802,99,103,249,386,11504,10000,103,245,386,11504,2000,1
100000,1,2,2,33,1,-2,-2,-2,-1,0,0,0,0,0,79679,79691,0,0,0,79679,3300,3210,1
350000,1,2,1,51,0,0,0,0,0,0,343842,107315,355925,353074,223209,207743,15000,340000,20000,9000,8000,14000,1
210000,2,2,1,32,0,0,0,0,0,0,132082,131015,133815,134585,127282,125338,6500,6500,4400,5000,7000,6000,1
100000,2,1,2,29,-1,-1,-1,-1,-1,-1,5466,5652,9690,5286,8191,11272,5652,9690,6916,8191,6412,0,1
300000,1,2,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
320000,2,2,1,39,-1,-1,-1,-1,-1,0,42442,3336,7210,6091,24641,30005,3336,7210,6091,24641,30000,5645,1
50000,2,3,1,39,2,2,2,2,2,0,31063,32051,33239,33571,32732,33416,1800,2000,1171,0,1211,1221,0
260000,1,1,1,51,-1,-1,2,-1,-1,-1,229,674,476,2856,814,605,674,0,2880,814,605,1776,1
180000,1,2,1,53,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,0
30000,2,2,1,34,1,2,2,0,0,0,22419,24932,23502,24603,24996,26426,3207,0,1800,1100,2000,1977,1
460000,2,2,1,40,0,0,0,0,0,0,133102,126956,126758,121857,122830,90219,5015,5032,4407,4040,3001,3109,1
500000,2,1,2,28,2,0,0,2,0,0,98541,102052,111690,78070,78376,80912,6000,13151,0,3000,5000,10000,0
500000,1,1,2,31,0,0,-1,-1,-1,-1,30056,18415,1697,-107,2693,5393,6000,1697,0,2800,5400,8300,1
70000,2,2,1,38,0,0,0,0,0,0,40271,41126,21125,6197,4560,0,3000,7000,1100,1000,0,0,1
150000,2,2,1,42,1,-2,-2,-1,-1,-1,0,0,0,11068,0,189,0,0,11068,0,189,3307,0
360000,2,1,1,45,-1,-1,2,0,-1,-1,390,1170,780,390,390,390,1170,0,0,390,390,390,0
120000,2,3,1,55,1,-2,-1,2,0,0,-150,-150,7342,7029,7172,7338,0,7492,0,143,166,16000,1
90000,1,2,2,52,0,0,0,0,0,0,87186,87526,88924,88735,87521,85699,3505,3962,2909,3107,3127,3032,1
20000,1,3,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,1,3,1,42,0,0,0,0,0,0,177027,173635,172514,157768,126964,125456,7003,6500,7507,4500,5000,5000,1
20000,2,2,1,29,0,0,0,0,0,0,10747,11558,9961,10310,10372,9838,1317,1150,499,361,573,193,1
50000,1,2,2,25,3,2,0,0,0,0,50516,22781,25064,12927,18691,19291,9,1210,1000,6000,1060,780,0
100000,2,1,2,25,0,0,0,0,0,0,90976,93443,94192,95535,97945,93412,4000,3503,4000,4003,3500,3400,1
490000,2,1,1,37,-1,-1,-1,0,0,-1,36518,77996,274442,233793,49461,12207,77996,274526,4693,989,12207,93707,1
110000,2,1,2,29,-2,-2,-2,-2,-2,-2,7397,-18,-18,-18,-18,-18,2000,0,0,0,0,0,1
80000,2,2,1,51,1,-2,-2,-1,-1,-1,-12,-12,-12,17691,4599,4134,0,0,17703,4599,4134,0,0
60000,2,3,1,42,0,0,0,0,0,0,58186,58364,59108,38827,39670,37503,2382,2373,1324,1402,1460,1045,1
170000,2,2,1,29,-2,-2,-2,-2,-2,-2,-807,-807,-807,-807,-1169,-1531,0,0,0,0,0,0,1
260000,2,4,2,42,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,2101,577,0,200,0,664,1
320000,1,1,2,33,-2,-2,-2,-2,-2,-2,3903,3609,4615,5256,22760,700,3609,4615,5256,22760,700,1992,1
20000,2,1,2,27,3,2,2,0,0,2,16732,17866,17276,17514,18462,18036,1700,0,800,1361,0,800,0
80000,1,2,1,49,0,0,0,0,0,0,71775,68083,50642,47283,42340,40223,2911,1920,1541,1502,1619,1472,1
50000,2,2,1,30,0,0,0,0,0,0,43334,41935,14854,14125,12176,13827,1986,1040,1000,1000,3000,1000,1
230000,2,1,2,31,-1,-1,-1,-1,-1,0,2850,1940,8508,-853,13909,29160,1940,8508,0,19000,19160,0,1
110000,2,2,2,26,-2,-2,-2,-2,-2,-2,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,1
60000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,251,0
80000,1,1,2,31,0,-1,-1,0,0,0,19824,5000,19037,12344,26344,1011,5000,19037,0,14000,0,3949,1
400000,1,2,1,45,0,0,2,0,0,2,337135,373869,366338,374255,409777,527566,44000,0,14000,42000,126000,18000,1
280000,2,1,1,30,0,0,0,0,0,0,217773,215017,209089,167458,137312,109980,8155,10048,6011,6010,6514,10011,1
10000,1,2,2,30,0,0,0,0,0,2,8107,8724,9191,9800,10072,9766,1298,1155,1154,1206,0,399,0
70000,2,2,1,44,0,0,0,0,0,0,68687,69531,71271,70712,50793,50605,2545,2918,6329,1996,1977,1975,1
50000,1,3,2,30,0,0,0,0,-2,-2,49631,49641,50355,0,0,0,3000,2000,0,0,0,0,1
80000,1,1,2,23,0,0,0,-1,2,2,60130,59744,44031,48089,44789,30423,2550,1848,6084,38,4,70,1
360000,1,3,1,35,1,-1,-1,-1,-2,-2,0,4359,328,3721,3150,150,4359,328,3721,3150,150,999,1
420000,2,2,2,27,-2,-2,-2,-2,-2,-2,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14996,1
290000,2,3,2,27,0,0,0,0,-1,-1,13820,15614,16293,7760,2000,0,2000,1300,0,2000,1000,0,1
30000,2,2,2,25,0,0,0,0,0,-2,15493,16427,17379,23100,0,0,1500,1279,10000,0,0,0,1
50000,1,1,2,24,-1,2,-1,-1,-1,0,1959,662,1655,0,1250,1000,0,1655,0,1250,0,0,1
200000,1,2,2,32,0,0,0,0,0,0,180461,171839,173325,153953,144206,143178,8300,10000,6000,6000,6000,4500,1
450000,1,2,2,29,1,2,0,0,0,-1,16524,12624,11239,10569,3868,5000,676,1204,264,19,5000,0,1
280000,1,3,1,49,-1,-1,-1,-1,-1,-1,4792,3410,2295,3105,582,14013,3410,2295,3105,582,14013,4240,1
150000,2,2,1,25,0,0,0,0,0,0,147476,140352,110722,98874,65258,58027,6640,4100,4000,2675,2500,1500,0
20000,1,3,2,28,-1,0,0,0,0,0,16122,16787,14459,14743,16351,17126,2000,2000,2000,2000,2000,2000,0
20000,1,2,2,30,0,0,0,0,0,0,15070,16384,17413,18117,18632,19180,1568,1597,1301,816,1000,779,0
200000,1,2,2,30,-1,-1,-1,-1,-1,-1,15140,18028,16456,15370,14966,16230,18044,16474,15392,14972,16240,14960,1
290000,1,1,2,35,-2,-2,-2,-2,-2,-2,184910,118701,97606,76053,53994,31812,4166,3400,2588,1696,1113,1647,0
200000,2,2,1,34,0,0,0,-1,-1,-2,4798,4490,5366,2141,0,0,1125,1000,2141,0,0,0,1
140000,2,2,2,27,0,0,0,0,0,0,134936,137328,138767,137231,128228,110803,6700,6704,5000,4155,4100,3600,1
180000,1,2,2,27,0,0,0,0,0,0,134168,120734,124730,120423,113901,114077,4345,5966,4250,4200,4200,4200,1
450000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,1,1,2,36,0,0,0,2,0,0,87678,84296,53990,51752,50346,48811,3573,5100,0,200,20,1146,1
280000,2,1,1,35,2,-1,0,0,0,0,47,97767,99036,96383,86060,62312,99007,5000,3027,6025,2001,1903,1
20000,1,3,2,40,0,0,2,0,0,-2,5945,8184,7839,7999,0,0,2345,0,160,0,0,0,0
130000,2,1,2,31,0,0,0,0,0,0,133845,126804,130264,133603,132215,131848,7000,7000,7000,5500,5100,5500,1
50000,2,2,2,35,0,0,0,0,0,0,48848,49988,45434,34688,24124,21072,2000,2000,1900,1032,3000,907,1
170000,2,2,2,37,0,0,0,0,0,0,170687,29570,31776,34228,36645,38885,3000,3000,3000,3000,3000,3000,1
310000,1,2,1,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620,4400,4013,3011,3000,3001,2653,1
450000,1,2,2,36,-2,-2,-2,-2,-2,-2,8012,4009,5226,4715,3275,6422,4021,5241,4729,3284,6441,4285,0
200000,2,2,1,31,-1,2,-1,-1,-1,-1,3850,2025,1926,3263,1580,16874,6,1931,3267,7,17894,2508,1
500000,1,2,2,29,0,0,0,0,0,0,39345,40382,40740,16316,10705,-42,2014,4135,3256,53,0,36368,1
50000,1,2,1,25,0,0,0,0,0,0,42238,43259,35307,23096,18970,19514,1807,1405,1366,1000,1000,1000,0
360000,2,1,2,29,0,0,-1,-1,-1,-1,15854,8174,1004,1004,646,3508,1000,1004,1004,646,3508,0,1
20000,1,2,2,46,-1,-1,-1,0,0,-2,780,0,1170,780,0,0,0,1170,0,0,0,0,0
20000,1,1,2,37,0,0,0,0,0,0,14320,14595,16350,17322,18319,19297,2000,2000,2000,2000,2000,2000,1
400000,1,2,1,32,0,0,0,0,0,0,271974,337765,138235,136102,33340,63684,100000,10007,3601,22000,35802,2013,1
50000,1,3,2,57,-1,-1,-1,-1,-1,-1,390,1726,390,390,390,390,1726,390,390,390,390,540,1
20000,2,2,2,25,2,2,2,0,0,0,16923,20319,19543,19534,19320,12442,4000,0,391,386,249,0,1
130000,1,1,2,41,-1,-1,-1,-1,-1,-1,1392,0,696,1076,316,696,0,696,1076,316,696,696,0
180000,2,1,1,45,0,0,0,2,0,0,18472,20546,24956,24262,24782,26208,2690,5100,0,1058,2000,3000,1
30000,2,3,1,43,2,0,0,0,0,0,30346,29885,20453,16076,15844,15785,1702,1531,1544,702,724,557,0
500000,1,1,1,51,-2,-2,-2,-2,-2,-2,10063,10166,11579,68712,26476,8974,10395,11888,88612,26476,8974,11522,1
350000,1,1,1,40,0,0,-1,-1,0,0,63200,6470,630,20682,20902,16754,4150,630,20902,5000,2000,3000,1
500000,1,1,1,64,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1063,0
20000,2,2,2,48,0,0,0,2,0,0,14218,15247,16986,16418,16615,16944,1562,2301,0,610,604,779,0
60000,2,2,1,39,0,0,0,0,0,0,32734,32234,32136,31204,30330,29934,1506,1881,1422,1021,1500,1056,1
50000,2,2,1,47,0,0,0,0,-2,-2,32547,33481,26775,0,0,0,1582,1800,0,0,0,0,1
30000,2,2,2,24,0,0,0,0,2,2,20367,21882,22929,25433,26228,25679,2000,1696,3200,1500,0,4306,1
140000,1,2,1,28,-1,-1,-1,2,-1,-1,6007,7332,7983,3277,2964,4791,7340,7983,0,2964,4800,2353,0
80000,2,3,1,46,2,0,0,0,0,2,77490,80204,79650,81338,81438,80959,5000,4000,4003,13000,3515,0,0
120000,2,2,1,27,0,0,0,0,0,2,85492,83567,78276,78971,80907,79219,3500,4326,3000,9000,0,3000,0
